checklist_type,card_number,subset,player_name,team,rc_flag
Inserts,PPMA-7,100 cards,James Wood,Washington Nationals,
Inserts,PPMA-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPMA-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPMA-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPN-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPN-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPN-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPN-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPN-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPN-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPN-7,100 cards,James Wood,Washington Nationals,
Inserts,PPN-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPN-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPN-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPP-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPP-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPP-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPP-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPP-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPP-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPP-7,100 cards,James Wood,Washington Nationals,
Inserts,PPP-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPP-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPP-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPS-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPS-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPS-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPS-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPS-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPS-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPS-7,100 cards,James Wood,Washington Nationals,
Inserts,PPS-8,Planetary Pursuit,Dylan Crews,Washington Nationals,
Inserts,PPS-9,,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPS-10,Useful Sites..,Marcelo Mayer,Boston Red Sox,
Inserts,PPST-1,,Aaron Judge,New York Yankees,
Inserts,PPST-2,,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPST-3,PSA$25 Off Code: PC25,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPST-4,,Francisco Lindor,New York Mets,
Inserts,PPST-5,,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPST-6,,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPST-7,+ Collection,James Wood,Washington Nationals,
Inserts,PPST-8,+ Wishlist,Dylan Crews,Washington Nationals,
Inserts,PPST-9,,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPST-10,,Marcelo Mayer,Boston Red Sox,
Inserts,PPU-1,,Aaron Judge,New York Yankees,
Inserts,PPU-2,,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPU-3,,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPU-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPU-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPU-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPU-7,100 cards,James Wood,Washington Nationals,
Inserts,PPU-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPU-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPU-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPV-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPV-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPV-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPV-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPV-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPV-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPV-7,100 cards,James Wood,Washington Nationals,
Inserts,PPV-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPV-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPV-10,100 cards,Marcelo Mayer,Boston Red Sox,
